codigo_upz,year,quarter,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo
89,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
38,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
52,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
96,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
84,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
111,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
112,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
75,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,0.0
12,2015,2,1.0,1,0.0,0,1.0,1,0.0,0,0.0
16,2015,2,0.0,0,0.0,0,3.0,1,0.0,0,1.0
82,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
35,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
68,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
27,2015,2,1.0,1,0.0,0,2.0,1,0.0,0,0.0
22,2015,2,1.0,1,0.0,0,2.0,1,0.0,0,0.0
105,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
104,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
74,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
47,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
70,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
66,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
65,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
79,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
59,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
45,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20,2015,2,1.0,1,0.0,0,2.0,1,0.0,0,0.0
51,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
115,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0
43,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25,2015,2,1.0,1,0.0,0,1.0,1,0.0,0,0.0
56,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
26,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,0.0
102,2015,2,1.0,1,0.0,0,0.0,0,0.0,0,1.0
2,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
116,2015,2,1.0,1,0.0,0,0.0,0,0.0,0,0.0
81,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
52,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
33,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
19,2015,2,1.0,1,0.0,0,2.0,1,0.0,0,0.0
41,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
37,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
107,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,0.0
73,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
31,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0
58,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
13,2015,2,4.0,1,0.0,0,1.0,1,0.0,0,0.0
63,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
87,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
77,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39,2015,2,1.0,1,0.0,0,0.0,0,0.0,0,0.0
108,2015,2,1.0,1,0.0,0,0.0,0,0.0,0,1.0
61,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
46,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
85,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
60,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
30,2015,2,0.0,0,0.0,0,3.0,1,0.0,0,1.0
72,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
57,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
23,2015,2,0.0,0,0.0,0,2.0,1,0.0,0,0.0
88,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,2.0
9,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,0.0
109,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
49,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
14,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
32,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
92,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0
11,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,0.0
36,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
53,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
50,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
110,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,0.0
10,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
42,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
103,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
21,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,0.0
55,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
113,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
60,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
90,2015,2,0.0,0,0.0,0,2.0,1,0.0,0,3.0
67,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
83,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
101,2015,2,1.0,1,0.0,0,0.0,0,0.0,0,4.0
54,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
78,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
100,2015,2,1.0,1,0.0,0,1.0,1,0.0,0,2.0
34,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
106,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
91,2015,2,2.0,1,0.0,0,0.0,0,0.0,0,1.0
95,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
40,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
117,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
64,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
48,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
98,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,3.0
28,2015,2,0.0,0,0.0,0,2.0,1,0.0,0,1.0
17,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
24,2015,2,2.0,1,0.0,0,4.0,1,0.0,0,1.0
44,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
69,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0
93,2015,2,2.0,1,0.0,0,0.0,0,0.0,0,2.0
18,2015,2,0.0,0,0.0,0,2.0,1,0.0,0,1.0
15,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,1.0
86,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
71,2015,3,0.0,0,0.0,0,1.0,1,0.0,0,0.0
29,2015,3,1.0,1,0.0,0,0.0,0,0.0,0,0.0
80,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
99,2015,3,4.0,1,0.0,0,0.0,0,0.0,0,4.0
3,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
97,2015,3,5.0,1,0.0,0,0.0,0,0.0,0,1.0
94,2015,3,2.0,1,0.0,0,0.0,0,0.0,0,1.0
76,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
114,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
89,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
38,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
52,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
96,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
84,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
111,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
112,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
75,2015,3,0.0,0,0.0,0,2.0,1,0.0,0,0.0
12,2015,3,1.0,1,0.0,0,1.0,1,0.0,0,0.0
16,2015,3,0.0,0,0.0,0,4.0,1,0.0,0,1.0
82,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
35,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
68,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
27,2015,3,1.0,1,0.0,0,2.0,1,0.0,0,0.0
22,2015,3,1.0,1,0.0,0,2.0,1,0.0,0,0.0
105,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
104,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
74,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
47,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
70,2015,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0
